Time,Temperature,v_sigma,technique,kernel,smooth,variogram_model,nugget
4.525252525252525,590.1010101010102,0.0015551444244403664,kriging,,,gaussian,0.0
4.626262626262626,590.1010101010102,0.0015551443967995059,kriging,,,gaussian,0.0
4.727272727272727,590.1010101010102,0.0015551443753995015,kriging,,,gaussian,0.0
4.828282828282829,590.1010101010102,0.0015551443519699908,kriging,,,gaussian,0.0
4.929292929292929,590.1010101010102,0.0015551443352755526,kriging,,,gaussian,0.0
5.03030303030303,590.1010101010102,0.001555144322983438,kriging,,,gaussian,0.0
5.1313131313131315,590.1010101010102,0.0015551443094978267,kriging,,,gaussian,0.0
5.232323232323232,590.1010101010102,0.0015551442983067793,kriging,,,gaussian,0.0
5.333333333333334,590.1010101010102,0.0015551442872664188,kriging,,,gaussian,0.0
5.434343434343434,590.1010101010102,0.0015551442737277944,kriging,,,gaussian,0.0
5.5353535353535355,590.1010101010102,0.001555144259097387,kriging,,,gaussian,0.0
5.636363636363637,590.1010101010102,0.001555144243656177,kriging,,,gaussian,0.0
5.737373737373737,590.1010101010102,0.0015551442242233938,kriging,,,gaussian,0.0
5.838383838383838,590.1010101010102,0.0015551441987771788,kriging,,,gaussian,0.0
5.9393939393939394,590.1010101010102,0.0015551441766696768,kriging,,,gaussian,0.0
6.040404040404041,590.1010101010102,0.001555144146211501,kriging,,,gaussian,0.0
6.141414141414141,590.1010101010102,0.0015551441117096696,kriging,,,gaussian,0.0
6.242424242424242,590.1010101010102,0.001555144068606921,kriging,,,gaussian,0.0
6.343434343434343,590.1010101010102,0.0015551440269095387,kriging,,,gaussian,0.0
6.444444444444445,590.1010101010102,0.0015551439778421293,kriging,,,gaussian,0.0
6.545454545454545,590.1010101010102,0.0015551439234005896,kriging,,,gaussian,0.0
6.646464646464646,590.1010101010102,0.0015551438674467977,kriging,,,gaussian,0.0
6.747474747474747,590.1010101010102,0.0015551438064945401,kriging,,,gaussian,0.0
6.848484848484849,590.1010101010102,0.0015551437487767474,kriging,,,gaussian,0.0
6.94949494949495,590.1010101010102,0.001555143685915569,kriging,,,gaussian,0.0
