Time,Temperature,A32_sigma,technique,kernel,smooth,variogram_model,nugget
10.98989898989899,526.4646464646464,1.9368722853144686,kriging,,,exponential,0.0
11.09090909090909,526.4646464646464,1.960767805399271,kriging,,,exponential,0.0
11.191919191919192,526.4646464646464,1.9843963858863558,kriging,,,exponential,0.0
11.292929292929292,526.4646464646464,2.007757108512447,kriging,,,exponential,0.0
11.393939393939394,526.4646464646464,2.030850096335162,kriging,,,exponential,0.0
11.494949494949495,526.4646464646464,2.0536763367671687,kriging,,,exponential,0.0
11.595959595959595,526.4646464646464,2.076237531324079,kriging,,,exponential,0.0
11.696969696969697,526.4646464646464,2.0985359681366247,kriging,,,exponential,0.0
11.797979797979798,526.4646464646464,2.1205744138430376,kriging,,,exponential,0.0
11.8989898989899,526.4646464646464,2.1423560219689533,kriging,,,exponential,0.0
12.0,526.4646464646464,2.1638842553296542,kriging,,,exponential,0.0
2.0,527.8787878787879,1.9120229395381036,kriging,,,exponential,0.0
2.101010101010101,527.8787878787879,1.8963840056993981,kriging,,,exponential,0.0
2.202020202020202,527.8787878787879,1.881018920317525,kriging,,,exponential,0.0
2.303030303030303,527.8787878787879,1.8659540126106113,kriging,,,exponential,0.0
2.404040404040404,527.8787878787879,1.8512160296531694,kriging,,,exponential,0.0
2.505050505050505,527.8787878787879,1.836831886124547,kriging,,,exponential,0.0
2.606060606060606,527.8787878787879,1.8228283735528865,kriging,,,exponential,0.0
2.707070707070707,527.8787878787879,1.809231830465439,kriging,,,exponential,0.0
2.808080808080808,527.8787878787879,1.7960677769165332,kriging,,,exponential,0.0
2.909090909090909,527.8787878787879,1.7833605192476587,kriging,,,exponential,0.0
3.0101010101010104,527.8787878787879,1.7711327335563494,kriging,,,exponential,0.0
3.111111111111111,527.8787878787879,1.7594050390634282,kriging,,,exponential,0.0
3.212121212121212,527.8787878787879,1.7481955751787641,kriging,,,exponential,0.0
3.313131313131313,527.8787878787879,1.7375195983300282,kriging,,,exponential,0.0
3.4141414141414144,527.8787878787879,1.727389116265398,kriging,,,exponential,0.0
3.515151515151515,527.8787878787879,1.7178125782962608,kriging,,,exponential,0.0
3.616161616161616,527.8787878787879,1.708794639562166,kriging,,,exponential,0.0
3.717171717171717,527.8787878787879,1.7003360157039231,kriging,,,exponential,0.0
3.8181818181818183,527.8787878787879,1.692433441252256,kriging,,,exponential,0.0
3.919191919191919,527.8787878787879,1.685079740646915,kriging,,,exponential,0.0
4.020202020202021,527.8787878787879,1.6782640153112158,kriging,,,exponential,0.0
4.121212121212121,527.8787878787879,1.671971943983116,kriging,,,exponential,0.0
4.222222222222222,527.8787878787879,1.666186187022229,kriging,,,exponential,0.0
4.3232323232323235,527.8787878787879,1.6608868792165388,kriging,,,exponential,0.0
4.424242424242424,527.8787878787879,1.6560521902536933,kriging,,,exponential,0.0
4.525252525252525,527.8787878787879,1.6516589279887874,kriging,,,exponential,0.0
4.626262626262626,527.8787878787879,1.6476831573074402,kriging,,,exponential,0.0
4.727272727272727,527.8787878787879,1.6441008069671235,kriging,,,exponential,0.0
4.828282828282829,527.8787878787879,1.6408882383395165,kriging,,,exponential,0.0
4.929292929292929,527.8787878787879,1.6380227533364813,kriging,,,exponential,0.0
5.03030303030303,527.8787878787879,1.6354830236961324,kriging,,,exponential,0.0
5.1313131313131315,527.8787878787879,1.6332494298243347,kriging,,,exponential,0.0
5.232323232323232,527.8787878787879,1.6313043040484745,kriging,,,exponential,0.0
5.333333333333334,527.8787878787879,1.6296320799186759,kriging,,,exponential,0.0
5.434343434343434,527.8787878787879,1.628219355569665,kriging,,,exponential,0.0
5.5353535353535355,527.8787878787879,1.6270548846457877,kriging,,,exponential,0.0
5.636363636363637,527.8787878787879,1.6261295124745387,kriging,,,exponential,0.0
5.737373737373737,527.8787878787879,1.6254360777315515,kriging,,,exponential,0.0
5.838383838383838,527.8787878787879,1.624969300568229,kriging,,,exponential,0.0
5.9393939393939394,527.8787878787879,1.6247256770214975,kriging,,,exponential,0.0
6.040404040404041,527.8787878787879,1.6247033965917257,kriging,,,exponential,0.0
6.141414141414141,527.8787878787879,1.6249022954164452,kriging,,,exponential,0.0
6.242424242424242,527.8787878787879,1.6253238518819884,kriging,,,exponential,0.0
6.343434343434343,527.8787878787879,1.6259712253070289,kriging,,,exponential,0.0
6.444444444444445,527.8787878787879,1.6268493320649662,kriging,,,exponential,0.0
6.545454545454545,527.8787878787879,1.627964947760049,kriging,,,exponential,0.0
6.646464646464646,527.8787878787879,1.629326819351113,kriging,,,exponential,0.0
6.747474747474747,527.8787878787879,1.6309457678549655,kriging,,,exponential,0.0
6.848484848484849,527.8787878787879,1.6328347607377667,kriging,,,exponential,0.0
